	sample	project	condition	type	missing_metadata	cell_line	differentiated
5658	SRS4467484	SRP187978	control	liver	False	False	False
5659	SRS3954409	SRP166108	control	liver	False	True	False
5660	SRS4467240	SRP187978	control	liver	False	False	False
5661	SRS5902898	SRP238929	control	liver	False	False	False
5662	SRS3977400	SRP166108	control	liver	False	True	False
5663	SRS3982709	SRP166108	control	liver	False	True	False
5664	SRS3978380	SRP166108	control	liver	False	True	False
5665	SRS3969373	SRP166108	control	liver	False	True	False
5666	SRS3950013	SRP166108	control	liver	False	True	False
5667	SRS4467886	SRP187978	control	liver	False	False	False
5668	SRS4466610	SRP187978	control	liver	False	False	False
5669	SRS3982643	SRP166108	control	liver	False	True	False
5670	SRS4466540	SRP187978	control	liver	False	False	False
5671	SRS3959896	SRP166108	control	liver	False	True	False
5672	SRS3982844	SRP166108	control	liver	False	True	False
5673	SRS5907916	SRP238929	control	liver	False	False	False
5674	SRS4467987	SRP187978	control	liver	False	False	False
5675	SRS2250656	SRP108560	control	liver	False	False	False
5676	SRS4467920	SRP187978	control	liver	False	False	False
5677	SRS3959828	SRP166108	control	liver	False	True	False
5678	SRS1266831	SRP068976	control	liver	False	False	False
5679	SRS3965756	SRP166108	control	liver	False	True	False
5680	SRS631248	SRP012682	control	liver	False	False	False
5681	SRS3976797	SRP166108	control	liver	False	True	False
5682	SRS5483628	SRP224575	control	liver	False	False	False
5683	SRS4656420	SRP193323	control	liver	False	False	False
5684	SRS3964094	SRP166108	control	liver	False	True	False
5685	SRS5895657	SRP238929	control	liver	False	False	False
5686	SRS5913420	SRP238929	control	liver	False	False	False
5687	SRS3970779	SRP166108	control	liver	False	True	False
5688	SRS3959178	SRP166108	control	liver	False	True	False
5689	SRS3965716	SRP166108	control	liver	False	True	False
5690	ERS092687	ERP001344	control	liver	False	False	False
5691	SRS1767698	SRP012682	control	liver	False	False	False
5692	SRS3959173	SRP166108	control	liver	False	True	False
5693	SRS3981943	SRP166108	control	liver	False	True	False
5694	SRS4466710	SRP187978	control	liver	False	False	False
5695	SRS4742643	SRP197353	control	liver	False	False	False
5696	SRS5896677	SRP238929	control	liver	False	False	False
5697	SRS4466877	SRP187978	control	liver	False	False	False
5698	SRS5939856	SRP239423	control	liver	False	False	False
5699	SRS3982179	SRP166108	control	liver	False	True	False
5700	SRS3959141	SRP166108	control	liver	False	True	False
5701	SRS5906226	SRP238929	control	liver	False	False	False
5702	SRS5906453	SRP238929	control	liver	False	False	False
5703	SRS3982700	SRP166108	control	liver	False	True	False
5704	SRS3969307	SRP166108	control	liver	False	True	False
5705	SRS5903587	SRP238929	control	liver	False	False	False
5706	SRS3959059	SRP166108	control	liver	False	True	False
5707	SRS1561738	SRP078450	control	liver	False	False	False
5708	SRS3978225	SRP166108	control	liver	False	True	False
5709	SRS4742663	SRP197353	control	liver	False	False	False
5710	SRS4467368	SRP187978	control	liver	False	False	False
5711	SRS5912234	SRP238929	control	liver	False	False	False
5712	SRS3969198	SRP166108	control	liver	False	True	False
5713	SRS3966984	SRP166108	control	liver	False	True	False
5714	SRS3982230	SRP166108	control	liver	False	True	False
5715	SRS5901561	SRP238929	control	liver	False	False	False
5716	SRS4467215	SRP187978	control	liver	False	False	False
5717	SRS3969425	SRP166108	control	liver	False	True	False
5718	SRS3965915	SRP166108	control	liver	False	True	False
5719	SRS5916234	SRP238929	control	liver	False	False	False
5720	SRS3982006	SRP166108	control	liver	False	True	False
5721	SRS3965715	SRP166108	control	liver	False	True	False
5722	SRS3954491	SRP166108	control	liver	False	True	False
5723	SRS5462233	SRP223896	control	liver	False	False	False
5724	SRS3959786	SRP166108	control	liver	False	True	False
5725	SRS5907049	SRP238929	control	liver	False	False	False
5726	SRS3950014	SRP166108	control	liver	False	True	False
5727	SRS4656479	SRP193323	control	liver	False	False	False
5728	SRS3982306	SRP166108	control	liver	False	True	False
5729	SRS3978335	SRP166108	control	liver	False	True	False
5730	SRS5910543	SRP238929	control	liver	False	False	False
5731	SRS3982460	SRP166108	control	liver	False	True	False
5732	SRS4467284	SRP187978	control	liver	False	False	False
5733	SRS1719640	SRP090633	control	liver	False	False	False
5734	SRS3982783	SRP166108	control	liver	False	True	False
5735	SRS3982390	SRP166108	control	liver	False	True	False
5736	SRS479333	SRP029889	control	liver	False	False	False
5737	SRS3978307	SRP166108	control	liver	False	True	False
5738	SRS4466561	SRP187978	control	liver	False	False	False
5739	SRS5901191	SRP238929	control	liver	False	False	False
5740	SRS4466686	SRP187978	control	liver	False	False	False
5741	SRS4466721	SRP187978	control	liver	False	False	False
5742	SRS4742672	SRP197353	control	liver	False	False	False
5743	SRS5899870	SRP238929	control	liver	False	False	False
5744	SRS5907995	SRP238929	control	liver	False	False	False
5745	SRS1266848	SRP068976	control	liver	False	False	False
5746	SRS5462252	SRP223896	control	liver	False	False	False
5747	SRS3968571	SRP166108	control	liver	False	True	False
5748	SRS4466933	SRP187978	control	liver	False	False	False
5749	SRS3967078	SRP166108	control	liver	False	True	False
5750	SRS3969176	SRP166108	control	liver	False	True	False
5751	SRS4466545	SRP187978	control	liver	False	False	False
5752	SRS5913399	SRP238929	control	liver	False	False	False
5753	SRS5914547	SRP238929	control	liver	False	False	False
5754	SRS3981862	SRP166108	control	liver	False	True	False
5755	SRS5895702	SRP238929	control	liver	False	False	False
5756	SRS5899818	SRP238929	control	liver	False	False	False
5757	SRS4468054	SRP187978	control	liver	False	False	False
5758	SRS4466562	SRP187978	control	liver	False	False	False
5759	SRS3981888	SRP166108	control	liver	False	True	False
5760	SRS3982821	SRP166108	control	liver	False	True	False
5761	SRS4466756	SRP187978	control	liver	False	False	False
5762	SRS5914821	SRP238929	control	liver	False	False	False
5763	SRS3963893	SRP166108	control	liver	False	True	False
5764	SRS3981918	SRP166108	control	liver	False	True	False
5765	SRS3969085	SRP166108	control	liver	False	True	False
5766	SRS3967309	SRP166108	control	liver	False	True	False
5767	SRS3968669	SRP166108	control	liver	False	True	False
5768	SRS3969148	SRP166108	control	liver	False	True	False
5769	SRS3976662	SRP166108	control	liver	False	True	False
5770	SRS5906339	SRP238929	control	liver	False	False	False
5771	SRS3982271	SRP166108	control	liver	False	True	False
5772	SRS5913033	SRP238929	control	liver	False	False	False
5773	SRS3970903	SRP166108	control	liver	False	True	False
5774	SRS1537622	SRP077751	control	liver	False	False	False
5775	SRS5491912	SRP224822	control	liver	False	False	False
5776	SRS3967001	SRP166108	control	liver	False	True	False
5777	SRS5905575	SRP238929	control	liver	False	False	False
5778	SRS5899540	SRP238929	control	liver	False	False	False
5779	SRS5901784	SRP238929	control	liver	False	False	False
5780	SRS3968559	SRP166108	control	liver	False	True	False
5781	SRS3967082	SRP166108	control	liver	False	True	False
5782	SRS3975903	SRP166108	control	liver	False	True	False
5783	SRS5901482	SRP238929	control	liver	False	False	False
5784	SRS3975476	SRP166108	control	liver	False	True	False
5785	SRS3981737	SRP166108	control	liver	False	True	False
5786	SRS3982223	SRP166108	control	liver	False	True	False
5787	SRS4467615	SRP187978	control	liver	False	False	False
5788	SRS5896987	SRP238929	control	liver	False	False	False
5789	SRS5904473	SRP238929	control	liver	False	False	False
5790	SRS627545	SRP012682	control	liver	False	False	False
5791	SRS3981959	SRP166108	control	liver	False	True	False
5792	SRS3968648	SRP166108	control	liver	False	True	False
5793	SRS5788609	SRP235450	control	liver	False	False	False
5794	SRS3981827	SRP166108	control	liver	False	True	False
5795	SRS3982130	SRP166108	control	liver	False	True	False
5796	SRS5707621	SRP231432	control	liver	False	False	False
5797	SRS2681378	SRP124855	control	liver	False	False	False
5798	SRS3978118	SRP166108	control	liver	False	True	False
5799	SRS4467925	SRP187978	control	liver	False	False	False
5800	SRS5896221	SRP238929	control	liver	False	False	False
5801	SRS5897325	SRP238929	control	liver	False	False	False
5802	SRS4467510	SRP187978	control	liver	False	False	False
5803	SRS5904755	SRP238929	control	liver	False	False	False
5804	SRS3970910	SRP166108	control	liver	False	True	False
5805	SRS4466809	SRP187978	control	liver	False	False	False
5806	SRS4467639	SRP187978	control	liver	False	False	False
5807	SRS2669333	SRP124486	control	liver	False	False	False
5808	SRS3967013	SRP166108	control	liver	False	True	False
5809	SRS1719628	SRP090633	control	liver	False	False	False
5810	SRS5913275	SRP238929	control	liver	False	False	False
5811	SRS5908955	SRP238929	control	liver	False	False	False
5812	SRS3969223	SRP166108	control	liver	False	True	False
5813	SRS629387	SRP012682	control	liver	False	False	False
5814	SRS5911705	SRP238929	control	liver	False	False	False
5815	SRS1537600	SRP077751	control	liver	False	False	False
5816	SRS4467880	SRP187978	control	liver	False	False	False
5817	SRS3964029	SRP166108	control	liver	False	True	False
5818	SRS5488014	SRP224719	control	liver	False	False	False
5819	SRS979195	SRP060355	control	liver	False	False	False
5820	SRS3982857	SRP166108	control	liver	False	True	False
5821	SRS3982465	SRP166108	control	liver	False	True	False
5822	SRS645880	SRP012682	control	liver	False	False	False
5823	SRS5897105	SRP238929	control	liver	False	False	False
5824	SRS5898231	SRP238929	control	liver	False	False	False
5825	SRS5913436	SRP238929	control	liver	False	False	False
5826	SRS5939904	SRP239423	control	liver	False	False	False
5827	SRS4466744	SRP187978	control	liver	False	False	False
5828	SRS1266847	SRP068976	control	liver	False	False	False
5829	SRS3982802	SRP166108	control	liver	False	True	False
5830	SRS5908579	SRP238929	control	liver	False	False	False
5831	SRS1409663	SRP049650	control	liver	False	False	False
5832	SRS3975807	SRP166108	control	liver	False	True	False
5833	SRS4467896	SRP187978	control	liver	False	False	False
5834	SRS5491906	SRP224822	control	liver	False	False	False
5835	SRS3975449	SRP166108	control	liver	False	True	False
5836	SRS3974762	SRP166108	control	liver	False	True	False
5837	SRS4466995	SRP187978	control	liver	False	False	False
5838	SRS3965847	SRP166108	control	liver	False	True	False
5839	SRS3982911	SRP166108	control	liver	False	True	False
5840	SRS3969116	SRP166108	control	liver	False	True	False
5841	SRS3982186	SRP166108	control	liver	False	True	False
5842	SRS4467045	SRP187978	control	liver	False	False	False
5843	SRS5899249	SRP238929	control	liver	False	False	False
5844	SRS1537595	SRP077751	control	liver	False	False	False
5845	SRS3960168	SRP166108	control	liver	False	True	False
5846	SRS3981945	SRP166108	control	liver	False	True	False
5847	SRS4466919	SRP187978	control	liver	False	False	False
5848	SRS5462237	SRP223896	control	liver	False	False	False
5849	SRS3976628	SRP166108	control	liver	False	True	False
5850	SRS3970389	SRP166108	control	liver	False	True	False
5851	SRS3968558	SRP166108	control	liver	False	True	False
5852	SRS4466963	SRP187978	control	liver	False	False	False
5853	SRS5903304	SRP238929	control	liver	False	False	False
5854	SRS3968576	SRP166108	control	liver	False	True	False
5855	SRS5905671	SRP238929	control	liver	False	False	False
5856	SRS5905195	SRP238929	control	liver	False	False	False
5857	SRS4742667	SRP197353	control	liver	False	False	False
5858	SRS5909874	SRP238929	control	liver	False	False	False
5859	SRS5895296	SRP238929	control	liver	False	False	False
5860	SRS3950027	SRP166108	control	liver	False	True	False
5861	SRS5902411	SRP238929	control	liver	False	False	False
5862	SRS3981924	SRP166108	control	liver	False	True	False
5863	SRS5899412	SRP238929	control	liver	False	False	False
5864	ERS326962	ERP003613	control	liver	False	True	False
5865	SRS5897874	SRP238929	control	liver	False	False	False
5866	SRS5898978	SRP238929	control	liver	False	False	False
5867	SRS4467445	SRP187978	control	liver	False	False	False
5868	SRS5909347	SRP238929	control	liver	False	False	False
5869	SRS3967167	SRP166108	control	liver	False	True	False
5870	SRS5896476	SRP238929	control	liver	False	False	False
5871	SRS5904298	SRP238929	control	liver	False	False	False
5872	SRS4467037	SRP187978	control	liver	False	False	False
5873	SRS3981950	SRP166108	control	liver	False	True	False
5874	SRS4467406	SRP187978	control	liver	False	False	False
5875	SRS3974517	SRP166108	control	liver	False	True	False
5876	SRS483816	SRP030040	control	liver	False	False	False
5877	SRS3967317	SRP166108	control	liver	False	True	False
5878	SRS5900189	SRP238929	control	liver	False	False	False
5879	SRS5898335	SRP238929	control	liver	False	False	False
5880	SRS4467015	SRP187978	control	liver	False	False	False
5881	SRS5907504	SRP238929	control	liver	False	False	False
5882	SRS4742666	SRP197353	control	liver	False	False	False
5883	SRS4742622	SRP197353	control	liver	False	False	False
5884	SRS3982860	SRP166108	control	liver	False	True	False
5885	SRS5910494	SRP238929	control	liver	False	False	False
5886	SRS5897797	SRP238929	control	liver	False	False	False
5887	SRS483820	SRP030040	control	liver	False	False	False
5888	SRS5905115	SRP238929	control	liver	False	False	False
5889	SRS1479945	SRP076032	control	liver	False	False	False
5890	SRS3969416	SRP166108	control	liver	False	True	False
5891	SRS3967091	SRP166108	control	liver	False	True	False
5892	SRS3975118	SRP166108	control	liver	False	True	False
5893	SRS3982730	SRP166108	control	liver	False	True	False
5894	SRS5914413	SRP238929	control	liver	False	False	False
5895	SRS5897148	SRP238929	control	liver	False	False	False
5896	SRS5913294	SRP238929	control	liver	False	False	False
5897	SRS5911970	SRP238929	control	liver	False	False	False
5898	SRS4467979	SRP187978	control	liver	False	False	False
5899	SRS524324	SRP012682	control	liver	False	False	False
5900	SRS3968542	SRP166108	control	liver	False	True	False
5901	SRS5898479	SRP238929	control	liver	False	False	False
5902	SRS4466617	SRP187978	control	liver	False	False	False
5903	SRS5909044	SRP238929	control	liver	False	False	False
5904	SRS3982336	SRP166108	control	liver	False	True	False
5905	SRS5916055	SRP238929	control	liver	False	False	False
5906	SRS3976668	SRP166108	control	liver	False	True	False
5907	SRS5913734	SRP238929	control	liver	False	False	False
5908	SRS3977162	SRP166108	control	liver	False	True	False
5909	SRS5902857	SRP238929	control	liver	False	False	False
5910	SRS5912937	SRP238929	control	liver	False	False	False
5911	SRS5895287	SRP238929	control	liver	False	False	False
5912	SRS3976666	SRP166108	control	liver	False	True	False
5913	SRS5912862	SRP238929	control	liver	False	False	False
5914	SRS5343717	SRP220308	control	liver	False	False	False
5915	SRS3982767	SRP166108	control	liver	False	True	False
5916	SRS4466906	SRP187978	control	liver	False	False	False
5917	SRS3969135	SRP166108	control	liver	False	True	False
5918	SRS5905099	SRP238929	control	liver	False	False	False
5919	SRS3969952	SRP166108	control	liver	False	True	False
5920	SRS3975829	SRP166108	control	liver	False	True	False
5921	SRS3981815	SRP166108	control	liver	False	True	False
5922	SRS1561723	SRP078450	control	liver	False	False	False
5923	SRS5907730	SRP238929	control	liver	False	False	False
